participant,block,wpm,error_rate,mean_hold_ms,std_hold_ms,mean_flight_ms,std_flight_ms,mean_speed_norm,jitter,calibration_wpm,kss_sleepiness,mental_demand,temporal_demand,performance,effort,frustration,attentiveness,nasa_tlx_composite,score_0_100,cognitive_level
60,2,15.305057564990504,0.06281611591312,406.2174576784557,378.8794700136177,1227.7396281492383,791.8244515754212,0.4774349592524768,0.3727149101018036,2.8221553106117083,8.0,6.0,5.0,3.0,6.0,5.0,1.0,5.5,75.0,HIGH
70,6,31.01281755320982,0.0465689704968463,212.60203975023327,201.34073872952015,639.8572255021659,626.8408709615313,0.6738740860819935,0.1125234188898628,2.7293520921517844,5.0,6.0,5.0,5.0,3.0,4.0,2.0,4.6,60.0,MEDIUM
39,14,38.93348647312583,0.0048515883114393,86.0,122.4616461847858,250.0,447.2001106883188,0.7373811461571781,0.0018860246996147,2.892653940984004,2.0,3.0,2.0,5.0,2.0,1.0,7.0,2.5,25.0,LOW
32,3,37.21211612392461,0.0150812634473752,100.9542238925456,111.28351563339518,565.2614286862229,569.5706721180029,0.7617857896651338,0.1414398945871313,4.23252012823096,1.0,1.0,2.0,6.0,1.0,1.0,6.0,2.2,20.0,LOW
77,15,30.75561128314476,0.0444172475727739,162.94368698392825,265.2983679741116,701.6212724913302,648.6059321034431,0.5323492619368618,0.251437214089561,2.1782492108610367,4.0,4.0,3.0,5.0,4.0,2.0,4.0,3.6,43.3,MEDIUM
75,5,31.399843868636843,0.1,225.0527144585301,191.928391867171,422.9143903495471,360.3204383477512,0.6252787381939094,0.1855397926012586,3.2253679976139003,5.0,2.0,3.0,5.0,5.0,4.0,4.0,3.8,46.7,MEDIUM
54,13,17.384531324489092,0.16,483.92328260334887,329.4608229407799,1429.942909120344,644.3009080552681,0.4443766810192431,0.3297472892795983,1.889853549990956,7.0,7.0,7.0,4.0,6.0,4.0,2.0,5.6,76.7,HIGH
61,21,13.183368590922903,0.050435621866545,243.7720590816827,381.6856900822252,1339.3960866321809,715.9887700771579,0.3610726502528661,0.2701391313342165,2.7169065666369807,8.0,7.0,6.0,3.0,6.0,4.0,3.0,5.5,75.0,HIGH
37,10,35.97986132557628,0.0525512640319592,164.4703397681347,155.19329319017552,250.0,255.6753030144533,0.7016497596648567,0.1133098576263239,2.908346978343295,1.0,2.0,2.0,7.0,2.0,1.0,6.0,2.5,25.0,LOW
18,15,24.2506015747759,0.0155661504104641,190.9735836716292,203.68013450678592,999.1955855429349,894.647876044847,0.7593452813202493,0.2168421287447704,2.2214160399698883,4.0,3.0,2.0,6.0,2.0,2.0,6.0,3.0,33.3,LOW
55,8,14.590194168285368,0.090231359617536,459.2190108893769,419.56416180289193,1262.7042767568496,666.8234738116415,0.5293234091856517,0.3395719195682314,2.0294075099912274,7.0,7.0,6.0,2.0,6.0,7.0,2.0,5.6,76.7,HIGH
86,6,33.13112209321741,0.0174389627358658,139.65956608948315,216.9078975058636,740.073351777369,248.02891042593663,0.4,0.2029379281028254,3.1174390057538206,4.0,5.0,3.0,3.0,5.0,2.0,2.0,3.6,43.3,MEDIUM
82,15,20.410844113364167,0.0577465766516094,175.4623608250912,203.9701438502533,455.5266519979219,564.2650816857747,0.5735750787647382,0.2953923320986089,3.303686192295778,8.0,4.0,4.0,3.0,5.0,3.0,2.0,3.8,46.7,MEDIUM
89,21,18.95033061400082,0.0461255109365327,314.7531169443591,204.12962990046196,699.5567096159222,737.0251950925451,0.5385819549933727,0.3547295890464942,2.8411505455409967,2.0,3.0,5.0,4.0,6.0,3.0,3.0,4.2,53.3,MEDIUM
87,25,25.498829471466607,0.1,354.2076821630869,205.1907217233498,663.9522955106889,479.0988473137529,0.568607523181724,0.1817052278424558,2.184536923170985,6.0,4.0,5.0,5.0,5.0,3.0,3.0,4.4,56.7,MEDIUM
53,23,14.925180236826527,0.16,231.68395292136995,291.7043525222134,600.0,906.2499519203176,0.4476993475080345,0.4247761560242935,2.3889463144690866,8.0,7.0,7.0,3.0,6.0,7.0,2.0,6.0,83.3,HIGH
85,7,18.8952354047354,0.0980529712968332,154.91445645628693,238.6648888759588,250.0,559.6405258362704,0.595774886766257,0.1314220794694766,2.693836137050079,4.0,2.0,4.0,3.0,5.0,5.0,4.0,3.8,46.7,MEDIUM
84,25,15.022883486336616,0.0862985609340005,290.15339481546323,179.0107823626535,737.0164206601607,927.360932527303,0.6987922710952448,0.126107117452639,2.433042596465608,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.6,43.3,MEDIUM
58,3,10.09206058887402,0.1090565093221921,330.16408809135254,282.65681305111974,743.952528558094,809.6526895467738,0.34,0.47,2.385010995447985,7.0,7.0,6.0,2.0,7.0,7.0,3.0,5.8,80.0,HIGH
16,14,1.8794694706966764,0.0,138.85897999998633,39.60142333864745,663.9617999999246,747.5341837925099,0.49153166552805,0.1200345392831357,2.884624444839292,9.0,1.0,2.0,6.0,1.0,6.0,3.0,3.2,36.7,LOW
63,2,14.444514181077164,0.085665611061915,325.13923148448265,326.7351574335639,1616.0,689.7178685562701,0.34,0.3638909091556294,2.5965237568644786,6.0,6.0,6.0,4.0,5.0,6.0,2.0,5.5,75.0,HIGH
39,12,39.46587549777525,0.0345960456841593,86.0,91.5712408369295,375.6481320724975,315.6649816382685,0.6450818635047886,0.1203491208261733,3.923647464083274,3.0,2.0,3.0,5.0,2.0,2.0,7.0,2.5,25.0,LOW
72,23,37.93900869627978,0.0471153652470629,119.5604326108888,193.91233228313945,398.8938309617472,707.4524117145002,0.4986904416827399,0.1058661044607393,3.138897320032325,6.0,3.0,3.0,5.0,3.0,5.0,6.0,3.8,46.7,MEDIUM
75,8,21.93863613132093,0.0531592560924115,308.6388388275401,249.1715040969667,826.5692042935445,741.9192035760867,0.5802346731326601,0.2706612476226536,3.386822119036295,7.0,3.0,5.0,3.0,5.0,3.0,3.0,3.8,46.7,MEDIUM
30,19,40.814051267193626,0.0125922378490962,253.54048779441132,35.27090921926431,374.8438764018293,423.6559664400874,0.7004052444946937,0.1296304693827142,3.1654794320176314,3.0,2.0,2.0,5.0,2.0,2.0,6.0,2.5,25.0,LOW
4,16,58.13361516163479,0.0273627250115434,133.83080474809452,174.28177884031757,436.9621416868255,596.5863852469413,0.8421287516301366,0.3574207711458189,3.63828038537122,7.0,1.0,4.0,7.0,1.0,1.0,3.0,2.8,30.0,LOW
74,6,24.37354775444417,0.011206955571314,176.30058988977098,263.82662949383484,641.6285405798792,629.2578137763389,0.5857395552114103,0.3866795462302104,2.651558181077586,7.0,6.0,4.0,5.0,3.0,3.0,4.0,4.2,53.3,MEDIUM
33,16,29.741898635377304,0.002866509702682,114.93621107906058,151.10120766961094,651.1898954265555,448.73106025759927,0.7027051702342051,0.0655757041480148,3.220433465037331,4.0,2.0,2.0,5.0,1.0,3.0,6.0,2.5,25.0,LOW
59,20,13.806739108044573,0.0828430090879459,448.6106596510884,190.2887839176701,860.9148805746755,728.4880479112453,0.455578571124444,0.3521437562131549,1.1,8.0,5.0,5.0,4.0,6.0,6.0,3.0,5.5,75.0,HIGH
80,21,29.242637531716795,0.064198458111782,214.9717951462287,375.04593957616953,686.5579942293236,598.3704037652938,0.6644551320783231,0.1364855856095431,3.155777936071408,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,50.0,MEDIUM
53,25,14.217886649153057,0.1139951474981561,415.0977318047634,252.4616688628002,1085.5043650095165,783.4287458654809,0.455565339327615,0.2511238533266231,2.87511684140111,7.0,6.0,6.0,2.0,6.0,6.0,2.0,5.5,75.0,HIGH
16,16,12.973885177767167,0.0512431776834445,122.77754491927725,105.69704629570502,451.3085846530377,321.9127560917076,0.5732289740434018,0.2040385430587693,2.884624444839292,9.0,1.0,1.0,5.0,2.0,6.0,3.0,3.0,33.3,LOW
34,2,27.700619349807752,0.0166946924230973,107.71317891787602,112.9487558231626,544.6581738899476,429.9710376324091,0.7496211241720294,0.1148976418703786,3.818092087457485,3.0,3.0,3.0,6.0,1.0,1.0,5.0,2.5,25.0,LOW
80,3,38.31019469395592,0.0472966669652938,317.72547783049777,226.63633407489536,942.985043536369,772.188215861513,0.6212590854408541,0.2277161012148157,3.714504066390074,6.0,2.0,5.0,6.0,5.0,2.0,5.0,4.0,50.0,MEDIUM
53,24,14.540059022671588,0.0583782353499451,449.0243415093917,173.56817000541466,1454.4488486779042,901.911956521587,0.4956257949050052,0.47,1.697499724556326,8.0,7.0,7.0,3.0,6.0,6.0,2.0,5.8,80.0,HIGH
52,10,13.968655132040702,0.16,336.518055962774,439.0556182900808,709.4192645433816,874.7053621547313,0.4220993543384299,0.4377571096330735,2.993301535845619,6.0,6.0,5.0,2.0,6.0,5.0,3.0,5.5,75.0,HIGH
25,23,12.62112464948501,0.0,231.57460195495963,268.6975637687,947.7702779147556,585.4040266897404,0.5502684439269416,0.2458562032769557,2.5194389034483256,9.0,4.0,3.0,1.0,1.0,6.0,1.0,3.0,33.3,LOW
78,18,23.606728842411,0.0763176562043103,314.6076889335161,302.63223795234023,330.559366943417,711.6201441209028,0.6951263613125513,0.2325688467650657,3.8981891004108777,3.0,6.0,5.0,4.0,3.0,3.0,6.0,4.2,53.3,MEDIUM
75,1,29.63699972204175,0.0311818155982024,225.10611801443207,320.44608379142574,567.7180880648797,712.014622201303,0.5549978470683099,0.1270448041637566,2.851821878350216,5.0,5.0,4.0,3.0,4.0,6.0,3.0,4.4,56.7,MEDIUM
44,1,44.72246509965916,0.0517761576910404,144.8930224024122,85.33284825397911,533.7689364550153,608.9379546017353,0.91362243366302,0.0719507644437429,3.631961152637584,1.0,1.0,1.0,6.0,3.0,1.0,6.0,2.4,23.3,LOW
37,4,34.00563521168678,0.06,172.3421126456726,93.15069023630696,517.5446508997259,527.7478542719683,0.805623334720578,0.0844435274917959,4.268360328834408,3.0,2.0,2.0,5.0,2.0,1.0,6.0,2.4,23.3,LOW
60,13,19.334114650937597,0.1420194547932231,339.4426574941057,369.6372318965817,1175.7166825723857,898.3515096133322,0.4931968803085739,0.4072655990525933,2.576618519096168,6.0,5.0,5.0,2.0,7.0,4.0,3.0,5.5,75.0,HIGH
45,3,49.85164438127178,0.0037572010709715,101.47811673234744,110.93285026147495,471.8887235943138,326.4266800815648,0.8360828821497686,0.0909630962593564,3.212325241614824,3.0,2.0,2.0,5.0,1.0,2.0,4.0,2.4,23.3,LOW
39,18,33.83529269715671,0.06,124.9098676405885,156.3103522101679,358.2599923211839,521.8811243206743,0.8111845376430818,0.0365575297977837,3.228892119708472,3.0,2.0,3.0,6.0,3.0,1.0,7.0,2.5,25.0,LOW
44,1,40.70059639039147,0.0364467694980407,159.65127067940085,94.47811698873866,602.7105139911729,342.8837237900055,0.8720671799321648,0.0373343428536795,3.29209121969856,3.0,1.0,3.0,6.0,2.0,1.0,4.0,2.5,25.0,LOW
5,0,9.669305995504194,0.0551957831325301,122.11237159229591,121.20932303389236,559.8433272311621,552.5966041636899,0.4358163902559578,0.0820806014809178,2.167301312029277,5.0,1.0,2.0,6.0,2.0,2.0,5.0,2.6,26.7,LOW
81,4,13.617869323227303,0.0372893806214194,224.0185883756008,365.07607231465727,680.5584757643113,501.17103021247374,0.5430583936592897,0.3416365412101796,2.576244630485749,3.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,50.0,MEDIUM
49,8,29.675648486739725,0.06,86.0,97.00949746346768,599.2864518110638,219.66308705998043,0.8859789572501802,0.0958452656382779,2.634369251410772,2.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,16.7,LOW
41,3,28.0442256991914,0.0408992675087908,229.70955466554076,66.27469367953003,347.89231189328376,482.0754820640757,0.6624113987114292,0.0690326837497998,4.002163084194657,1.0,2.0,3.0,5.0,2.0,1.0,6.0,2.5,25.0,LOW
75,14,27.36291374167126,0.0712843124006628,234.19280872558977,137.9646445587858,713.6954569882522,554.1772970213236,0.5500452867141802,0.3886237417701398,2.5628971634162943,3.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,50.0,MEDIUM
47,17,31.333049552404752,0.0330820842650121,120.74212809244835,117.45117812931456,641.8685668986313,481.95652061255424,0.8147015297771562,0.1080491754208733,3.4317223415124523,2.0,2.0,2.0,7.0,4.0,2.0,4.0,2.5,25.0,LOW
46,15,35.34809462322196,0.0514479748774718,164.97369713785548,141.04758672427454,382.63153175426135,449.8431236175066,0.8426014544537919,0.1164858112596241,3.847227159378338,2.0,3.0,2.0,5.0,2.0,1.0,5.0,2.5,25.0,LOW
7,19,41.18691425403146,0.0835447989560959,163.28017387266374,181.09038301767373,423.1839670957297,531.662360583644,0.6552068558159717,0.2941267348070648,3.893706726127027,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,MEDIUM
6,1,21.51695730343208,0.0783587990228155,110.5788753333159,123.6292749030144,382.8886797784498,452.6007429539898,0.6062671760467209,0.1649840190000929,3.326160230359481,3.0,4.0,4.0,6.0,1.0,1.0,6.0,3.2,36.7,LOW
80,25,10.0,0.0872337781144302,187.0578752351276,192.6456118158416,1010.299778801668,612.5891021332367,0.7457589239434749,0.0546842323896041,2.828802820667187,6.0,4.0,5.0,2.0,4.0,4.0,4.0,3.8,46.7,MEDIUM
39,24,29.060927096083137,0.0238196653178248,182.88543576313907,106.837534845132,406.5221687116274,339.04825428694005,0.753768714989503,0.1479573609900341,2.968219274135037,2.0,2.0,1.0,5.0,1.0,1.0,7.0,2.0,16.7,LOW
57,15,12.63905550284358,0.1513339843042774,335.78019706309914,317.90857237515365,1128.8933252186137,825.760976584974,0.4184263313478973,0.3020885262686899,2.258326541406993,6.0,7.0,5.0,3.0,6.0,6.0,3.0,5.5,75.0,HIGH
19,2,29.760352194498584,0.059885290148448,132.34658176704656,100.05619595426684,391.53144265086513,393.65755271597,0.7789235726709768,0.2122862434567778,3.016501100438831,3.0,3.0,5.0,2.0,3.0,5.0,4.0,3.6,43.3,MEDIUM
81,9,23.229766357250696,0.050635283571551,265.3415638142632,244.8303426061879,893.499043348085,538.9162293859318,0.6921226076351379,0.215957977114709,2.6710845040095723,3.0,3.0,3.0,4.0,6.0,6.0,3.0,4.4,56.7,MEDIUM
42,1,50.58683921980194,0.0260817704879373,155.90455908878246,196.89791604333985,454.5986239467952,396.5034006502154,0.5294476145004656,0.1388588880083028,3.262838394268291,1.0,3.0,2.0,5.0,1.0,2.0,5.0,2.5,25.0,LOW
47,5,38.54063255591113,0.0444696594342101,86.0,51.4912480382964,372.8803361699923,442.6059589102025,0.9327032286765572,0.1210942025095145,3.827736368069776,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.5,25.0,LOW
25,3,22.83217576846868,0.0319200779727095,228.9730247099021,269.5416868291223,923.9125468247644,771.3828535229,0.4417450926841136,0.1258316011728631,2.5194389034483256,7.0,2.0,3.0,6.0,2.0,2.0,3.0,3.0,33.3,LOW
34,24,42.452267542010105,0.0195917033648689,98.01370310809423,70.89705272714423,777.1799998030447,326.9396445310488,0.7944767965936905,0.0641193351219416,3.1374754028197978,2.0,2.0,1.0,6.0,2.0,1.0,6.0,2.4,23.3,LOW
88,12,13.709311966961188,0.0384911323358818,160.25333926364453,168.27805853681434,490.1495336920093,888.2364165057298,0.6552387765342502,0.2832826047043897,2.872476464231987,6.0,3.0,4.0,3.0,5.0,3.0,5.0,3.6,43.3,MEDIUM
69,16,12.595582704461105,0.16,319.6742100394182,314.3722321344568,1257.3979771269942,816.3699293826551,0.5362079737990764,0.2642973410110317,1.7016968366423404,9.0,7.0,6.0,1.0,6.0,6.0,1.0,5.5,75.0,HIGH
20,10,7.985272950435031,0.0333568240544984,94.0186901429676,22.827837741335912,360.4561956199545,314.72337525742233,0.5344531094826696,0.1224442661173127,3.0937390768190154,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,MEDIUM
76,16,21.36982760087798,0.0205497321704874,273.1293354769996,374.96494883603566,497.8979191036092,848.5373700599063,0.703216717701152,0.2331249765521997,2.7347934556232416,4.0,6.0,4.0,2.0,3.0,3.0,5.0,3.6,43.3,MEDIUM
80,3,32.75865253775734,0.0313997609325681,180.72893315202148,174.91442266678135,413.26737897126094,676.0480009768839,0.506050096958631,0.1548463171929919,3.376384903838344,8.0,4.0,5.0,4.0,4.0,5.0,4.0,4.4,56.7,MEDIUM
48,18,39.50378869988884,0.0001297364461982,86.0,100.35381226787784,776.546305216977,261.4745377392235,0.6997216472396733,0.0841735570721026,4.015962210704668,1.0,2.0,2.0,7.0,2.0,1.0,4.0,2.5,25.0,LOW
76,17,24.893088365940876,0.0840821998642764,229.1320121434777,335.35933913607965,883.0502863430651,493.9037781460136,0.719351098075213,0.2215570923590928,4.061014238964989,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.8,46.7,MEDIUM
50,3,10.759593607331986,0.0809832281156259,271.51778681732344,287.8654438296268,1306.0662195465177,847.4808881253728,0.4848537734720982,0.3699068761560787,2.414109699842813,7.0,6.0,5.0,1.0,7.0,6.0,3.0,5.5,75.0,HIGH
43,13,41.797576707705616,0.0248543864186195,186.84303752279132,96.2400490308486,757.9297462407859,494.0642709843074,0.8168593608094771,0.1937419200827723,3.4657709280845497,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.5,25.0,LOW
83,22,26.641451990895984,0.0265793643248965,176.47318835357646,357.0193531935895,1074.3632207873648,313.4107340786846,0.6442437866077574,0.1930361345846983,2.431625993915672,5.0,5.0,5.0,4.0,4.0,6.0,4.0,4.8,63.3,MEDIUM
40,19,42.43293201059274,0.0411539167915421,86.0,110.25835643434132,778.6480319832958,494.02230636056873,0.8173194253399606,0.0929169956686853,3.2573004629409743,2.0,2.0,4.0,6.0,2.0,1.0,6.0,2.5,25.0,LOW
53,1,15.49732761926999,0.1469943316096125,371.0029729052548,377.6260026680868,1215.3344538459812,982.0,0.34,0.4528615721033664,2.4978299765239327,7.0,7.0,5.0,3.0,6.0,7.0,2.0,5.6,76.7,HIGH
48,4,28.623942459241476,0.06,86.0,67.83400153700164,497.715519750969,350.13675853375463,0.7906015508662446,0.076142549912596,3.620117374976472,1.0,3.0,2.0,4.0,2.0,1.0,5.0,2.4,23.3,LOW
83,5,24.149669540958477,0.1,181.59910528909944,167.2273086146264,665.0222722818445,615.0085267273868,0.5711872554295715,0.1789200033825318,3.866097197919399,8.0,5.0,3.0,3.0,4.0,3.0,4.0,3.6,43.3,MEDIUM
4,7,53.88201075689968,0.0322337111404393,149.4302457963964,205.04174867520572,416.4686689151454,525.0427628452858,0.7298347700830654,0.2851124491239545,3.63828038537122,7.0,1.0,4.0,7.0,3.0,1.0,3.0,3.2,36.7,LOW
23,3,38.871212543302,0.0422571100792376,215.2369141365189,277.08763578431075,795.7772243717139,780.5618457731839,0.5053394165384893,0.1030019775770188,3.1061619578111657,6.0,3.0,4.0,7.0,4.0,2.0,6.0,4.0,50.0,MEDIUM
58,17,16.901637229725086,0.1282713937501187,188.8549766763091,289.6089975456527,1086.883034832765,752.9409713840399,0.3975943485495162,0.4520633005991227,1.632276591103865,7.0,7.0,7.0,3.0,6.0,6.0,3.0,5.8,80.0,HIGH
24,5,24.106802380384284,0.0293102550754815,274.47104945245854,291.80368645221097,907.6057308180484,699.3399747441078,0.4982385141274742,0.0896813412952906,2.443133407170146,6.0,2.0,2.0,6.0,3.0,1.0,5.0,2.8,30.0,LOW
21,19,32.4805230170555,0.0377570819394997,293.7597168025622,343.71964438592966,1060.282966434889,861.5242179385511,0.492302999304123,0.0928084666493171,4.251642183551765,5.0,2.0,2.0,6.0,2.0,5.0,2.0,3.4,40.0,LOW
74,16,31.08196331596708,0.0972760777208637,352.662713784498,127.16987219134796,664.3532783763814,533.2167855671759,0.5581158841640239,0.0943812136063497,3.630608556653242,5.0,5.0,6.0,5.0,2.0,3.0,5.0,4.2,53.3,MEDIUM
67,9,11.834668970365115,0.1198135862349044,290.26474380508853,355.96336304477484,1401.7231409393212,948.9270530153938,0.4042100982303425,0.4075124288455592,2.7365946981242795,5.0,7.0,5.0,2.0,6.0,6.0,3.0,5.5,75.0,HIGH
65,19,15.894048026789728,0.1349607656076958,295.83006615189095,329.68363876288555,631.9443418667554,775.5352134899847,0.4105953288450331,0.3920923943859651,2.4941361679585743,7.0,5.0,5.0,3.0,7.0,4.0,3.0,5.5,75.0,HIGH
48,7,41.61867160514511,0.06,159.02831933274888,142.46075081655027,510.0007962327383,495.0201124946319,0.8150014170693692,0.0617923516428269,3.4432436005715426,4.0,2.0,2.0,6.0,2.0,2.0,5.0,2.5,25.0,LOW
51,11,20.440586089155172,0.16,180.0,272.92614539135155,903.9117093024196,962.3366841852732,0.3795601351214884,0.4049862872283902,2.25776614251868,8.0,7.0,5.0,4.0,5.0,6.0,3.0,5.5,75.0,HIGH
87,20,19.694362451487827,0.0896844851256741,291.3381457248732,199.994080540602,773.8580132632434,689.5984490316237,0.6917574544020517,0.1251182038526319,3.31431701570432,7.0,5.0,6.0,3.0,4.0,3.0,4.0,4.2,53.3,MEDIUM
9,24,27.54505565611095,0.0466620281167487,138.04380182571575,189.33569212428165,427.2341716757714,475.50211588592975,0.7985976731999492,0.3547961316146694,2.527389235882727,9.0,3.0,4.0,5.0,3.0,3.0,3.0,3.6,43.3,MEDIUM
59,19,9.88582771238142,0.0875245312144756,230.70140989763783,257.48867055682234,1434.890587255913,962.3362137959092,0.5498501656194275,0.3384531815921923,2.549607910404917,9.0,6.0,7.0,1.0,6.0,5.0,3.0,5.5,75.0,HIGH
4,10,48.93871217979033,0.0357693465856604,147.72798203772754,213.77273706782705,476.20581867778657,598.0528832268403,0.8663047951969044,0.3433104958900438,3.63828038537122,7.0,1.0,4.0,7.0,4.0,1.0,2.0,3.4,40.0,LOW
49,0,51.85849284327955,0.0243686043714784,140.2653752432612,152.31662495119355,250.0,578.5261214185286,0.6344993784700865,0.1041848464310009,4.282194617585516,3.0,2.0,3.0,5.0,1.0,2.0,4.0,2.5,25.0,LOW
7,13,45.7210237220346,0.054025732887204,190.5395842013116,246.25040793540768,484.6463115159927,618.7940290742396,0.84047437898391,0.421019465823568,3.893706726127027,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.4,73.3,HIGH
67,6,14.923261038154305,0.16,281.8205295019254,475.0,1063.282468527529,647.4772872439733,0.4083709514992709,0.2750187921998831,1.8383889955065496,7.0,4.0,7.0,2.0,6.0,6.0,3.0,5.5,75.0,HIGH
32,4,29.531711344172727,0.0227973060277835,145.95927602809385,110.128180411814,591.3907438852938,445.2345831341447,0.7423993024787722,0.1333492312242949,2.91570987761122,3.0,2.0,3.0,5.0,2.0,2.0,5.0,2.5,25.0,LOW
61,0,14.900252357011867,0.16,320.69405710148794,394.1888607128024,1616.0,855.9510561340765,0.368399443636252,0.4366857974938209,2.7848981703128697,7.0,7.0,7.0,2.0,7.0,6.0,3.0,5.8,80.0,HIGH
53,14,7.282999590575751,0.1444395521624748,214.51914767048052,181.5078082429634,1086.0494425209083,846.2047759304371,0.4721436049764169,0.323156735918326,3.2,9.0,6.0,7.0,3.0,6.0,6.0,3.0,5.6,76.7,HIGH
2,11,25.317600574014083,0.0776021586088459,230.55008315380945,258.1001325359401,848.9015552983235,752.4403926040321,0.6273695382349856,0.2262220401747296,2.979001299733391,8.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,66.7,MEDIUM
56,4,14.669936509289832,0.0625615098129238,464.73360500254506,408.9362187751096,1212.1060384839454,862.0036391514105,0.5612261872647156,0.3850991871782474,1.1294087877493455,9.0,7.0,7.0,2.0,5.0,7.0,3.0,5.6,76.7,HIGH
62,25,14.46682930654896,0.16,291.4273793261058,308.84154883050456,1142.8157984351917,982.0,0.3534314906414678,0.3591560383366605,1.2232296912882368,6.0,5.0,5.0,3.0,7.0,6.0,3.0,5.5,75.0,HIGH
79,11,39.86565179440712,0.0865025147677722,184.9456513037156,260.8172714584284,853.1927676858977,521.4221349463194,0.6034246934897446,0.2420103078040519,2.257442173456435,7.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,50.0,MEDIUM
66,12,16.860600757906518,0.1274087595457456,480.8333150684495,268.63682412161154,1616.0,908.810062429896,0.4420795099547975,0.3576426025248503,2.380982067841851,9.0,7.0,5.0,3.0,6.0,5.0,2.0,5.5,75.0,HIGH
88,15,25.67285307750116,0.0935528225843132,243.9062120207496,237.23700299107523,1061.161230642018,737.8056846339128,0.7479782824592488,0.282438354131878,1.7242843800619567,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3.8,46.7,MEDIUM
31,9,33.68982945905805,0.0062756597201598,127.10350644677824,70.15220985771802,578.092173138441,357.5958560120789,0.7759554371316288,0.0440746682078216,3.3046353375737856,4.0,3.0,1.0,5.0,1.0,1.0,7.0,2.2,20.0,LOW
52,18,19.621750806993475,0.16,470.8184318131615,475.0,1473.1286690099264,982.0,0.6372346852463613,0.3556611145014339,1.8966166662344184,5.0,7.0,6.0,2.0,5.0,6.0,3.0,5.5,75.0,HIGH
69,7,10.140832236766345,0.1211899963373461,396.91759499178136,320.58082211220625,1088.644221679771,778.7589417262619,0.3874446842835973,0.47,2.4168597957599416,7.0,7.0,6.0,3.0,7.0,6.0,3.0,5.8,80.0,HIGH
63,1,15.83670720721841,0.16,509.5205137032951,285.3132170967877,1077.0786934542598,843.4393798039124,0.34,0.2730586353457114,1.8294372530948189,9.0,5.0,5.0,3.0,6.0,5.0,2.0,5.5,75.0,HIGH
88,17,34.22312212918702,0.0625661762123541,99.719233137272,169.78771413806524,872.0004121888225,580.6742554447642,0.5248145952021321,0.1492465430493144,2.465460847492189,4.0,5.0,4.0,4.0,4.0,1.0,5.0,3.6,43.3,MEDIUM
30,25,61.31089972805864,0.0024446420642183,164.5235007218142,63.742757628913466,252.93575600400365,434.8178877871415,0.8124192073045146,0.0592881776107425,3.191948766943725,1.0,3.0,1.0,5.0,1.0,2.0,7.0,2.4,23.3,LOW
10,1,43.15575272737037,0.0011111111111111,126.40226164469664,131.37845974264462,428.2365390384035,521.1897847160778,0.7886586519350176,0.2757199662402317,3.8097184611361854,1.0,4.0,4.0,6.0,1.0,4.0,7.0,3.8,46.7,MEDIUM
20,3,23.178096413820644,0.0570325016785996,127.2862988665756,101.60438466979848,313.7048959447419,278.1178318077812,0.4581285028920303,0.0764815731620955,3.0937390768190154,3.0,2.0,4.0,4.0,4.0,4.0,6.0,3.6,43.3,MEDIUM
64,21,14.727532763158084,0.1283866874780264,346.0303907620433,301.5124993373436,1616.0,783.5317438094379,0.5141702242133042,0.3807457442853801,1.9456001690373128,8.0,7.0,5.0,3.0,5.0,5.0,3.0,5.5,75.0,HIGH
59,1,10.072037593585108,0.0589697287074432,341.0521365998382,304.13963237995785,1068.5138072460898,935.0695950946208,0.3895581759802627,0.4078133111638181,1.6945648123178314,6.0,6.0,6.0,2.0,6.0,7.0,3.0,5.5,75.0,HIGH
67,4,16.892791293920904,0.0947829128121453,357.4909118033536,292.23460673978946,1481.7006364972558,781.3095930075613,0.34,0.3966665360146207,2.417226058807733,8.0,6.0,7.0,2.0,6.0,6.0,4.0,5.5,75.0,HIGH
47,18,38.24505194075534,0.06,137.43338310075663,67.56444224765644,481.0101801152433,521.9507060201324,0.7835351935644832,0.0996455876800008,4.008968864113619,3.0,3.0,2.0,7.0,2.0,2.0,6.0,2.5,25.0,LOW
76,20,38.111429541929176,0.0184792888667004,231.68503322920355,182.6981273908228,681.6513758835785,446.0371390886498,0.6157627030365588,0.2325368426089138,3.2199203878437506,4.0,6.0,4.0,2.0,4.0,4.0,5.0,4.0,50.0,MEDIUM
11,15,29.168545942874,0.1082750212475935,149.28382644686312,200.3637296515102,541.0193020959947,590.9983465491437,0.8406869877225256,0.3361343569488283,2.316286075955209,8.0,4.0,5.0,6.0,2.0,4.0,3.0,4.2,53.3,MEDIUM
